"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"600","4C-03-002-01","4C-03-002",28,3
"601","4C-03-002-02","4C-03-002",31,2
"602","4C-03-002-03","4C-03-002",61,3
"603","4C-03-002-04","4C-03-002",61,3
"604","4C-03-002-05","4C-03-002",22,2
"605","4C-03-003-01","4C-03-003",30,3
"606","4C-03-003-02","4C-03-003",10,2
"607","4C-03-003-03","4C-03-003",54,3
"608","4C-03-003-04","4C-03-003",51,2
"609","4C-03-004-01","4C-03-004",33,3
"610","4C-03-004-02","4C-03-004",33,2
"611","4C-03-004-03","4C-03-004",6,2
"612","4C-03-004-04","4C-03-004",51,2
"613","4C-03-005-01","4C-03-005",31,3
"614","4C-03-005-02","4C-03-005",53,2
"615","4C-03-005-03","4C-03-005",26,2
"616","4C-03-005-04","4C-03-005",24,2
"617","4C-03-005-05","4C-03-005",28,2
"618","4C-03-006-01","4C-03-006",23,3
"619","4C-03-006-02","4C-03-006",46,3
"620","4C-03-006-03","4C-03-006",45,3
"621","4C-03-006-04","4C-03-006",23,3
"622","4C-03-007-01","4C-03-007",34,3
"623","4C-03-007-02","4C-03-007",60,3
"624","4C-03-007-03","4C-03-007",16,2
"625","4C-03-007-04","4C-03-007",8,2
"626","4C-03-007-05","4C-03-007",40,2
"627","4C-03-008-01","4C-03-008",29,3
"628","4C-03-008-02","4C-03-008",56,2
"629","4C-03-009-01","4C-03-009",28,3
"630","4C-03-009-02","4C-03-009",32,2
"631","4C-03-009-03","4C-03-009",4,2
"632","4C-03-010-01","4C-03-010",29,3
"633","4C-03-010-02","4C-03-010",46,2
"634","4C-03-010-03","4C-03-010",53,2
"635","4C-03-011-01","4C-03-011",28,3
"636","4C-03-011-02","4C-03-011",28,2
"637","4C-03-011-03","4C-03-011",56,3
"638","4C-03-011-04","4C-03-011",36,2
"639","4C-03-011-05","4C-03-011",34,2
"640","4C-03-012-01","4C-03-012",39,3
"641","4C-03-012-02","4C-03-012",38,2
"642","4C-03-012-03","4C-03-012",65,3
"643","4C-03-012-04","4C-03-012",5,2
"644","4C-03-013-01","4C-03-013",18,3
"645","4C-03-013-02","4C-03-013",20,2
"646","4C-03-013-03","4C-03-013",46,2
"647","4C-03-013-04","4C-03-013",48,2
"648","4C-03-013-05","4C-03-013",13,2
"649","4C-03-014-01","4C-03-014",38,3
"650","4C-03-014-02","4C-03-014",32,2
"651","4C-03-015-01","4C-03-015",38,3
"652","4C-03-015-02","4C-03-015",47,2
"653","4C-03-015-03","4C-03-015",34,2
"654","4C-03-015-04","4C-03-015",71,2
"655","4C-03-016-01","4C-03-016",29,3
"656","4C-03-016-02","4C-03-016",29,2
"657","4C-03-016-03","4C-03-016",55,3
"658","4C-03-016-04","4C-03-016",53,2
"659","4C-03-016-05","4C-03-016",27,2
"660","4C-03-017-01","4C-03-017",30,3
"661","4C-03-017-02","4C-03-017",35,3
"662","4C-03-017-03","4C-03-017",65,2
"663","4C-03-017-04","4C-03-017",67,1
"664","4C-03-017-05","4C-03-017",26,2
"665","4C-03-017-06","4C-03-017",10,2
"666","4C-03-018-01","4C-03-018",36,3
"667","4C-03-018-02","4C-03-018",52,2
"668","4C-03-018-03","4C-03-018",30,2
"669","4C-03-019-01","4C-03-019",32,3
"670","4C-03-019-02","4C-03-019",35,2
"671","4C-03-019-03","4C-03-019",2,2
"672","4C-03-020-01","4C-03-020",35,3
"673","4C-03-020-02","4C-03-020",75,3
"674","4C-03-020-03","4C-03-020",37,3
"675","4C-03-020-04","4C-03-020",11,2
"676","4C-03-021-01","4C-03-021",29,3
"677","4C-03-021-02","4C-03-021",33,2
"678","4C-03-021-03","4C-03-021",58,2
"679","4C-03-021-04","4C-03-021",57,2
"680","4C-03-021-05","4C-03-021",3,2
"681","4C-03-022-01","4C-03-022",28,3
"682","4C-03-022-02","4C-03-022",24,2
"683","4C-03-022-03","4C-03-022",2,2
"684","4C-03-023-01","4C-03-023",23,3
"685","4C-03-023-02","4C-03-023",27,2
"686","4C-03-023-03","4C-03-023",3,2
"687","4C-03-023-04","4C-03-023",46,3
"688","4C-03-023-05","4C-03-023",63,2
"689","4C-03-024-01","4C-03-024",32,3
"690","4C-03-024-02","4C-03-024",33,2
"691","4C-03-024-03","4C-03-024",4,2
"692","4C-03-024-04","4C-03-024",60,3
"693","4C-03-024-05","4C-03-024",59,3
"694","4C-03-024-06","4C-03-024",38,1
"695","4C-03-024-07","4C-03-024",38,2
"696","4C-03-024-08","4C-03-024",12,2
"697","4C-03-025-01","4C-03-025",30,3
"698","4C-03-025-02","4C-03-025",30,2
"699","4C-03-025-03","4C-03-025",55,2
"700","4C-03-026-01","4C-03-026",23,3
"701","4C-03-026-02","4C-03-026",26,2
"702","4C-03-026-03","4C-03-026",82,2
"703","4C-03-026-04","4C-03-026",76,2
"704","4C-03-027-01","4C-03-027",34,3
"705","4C-03-027-02","4C-03-027",40,3
"706","4C-03-027-03","4C-03-027",12,2
"707","4C-03-027-04","4C-03-027",80,2
"708","4C-03-028-01","4C-03-028",33,3
"709","4C-03-028-02","4C-03-028",40,2
"710","4C-03-028-03","4C-03-028",12,3
"711","4C-03-028-04","4C-03-028",10,2
"712","4C-03-029-01","4C-03-029",24,3
"713","4C-03-029-02","4C-03-029",53,2
"714","4C-03-029-03","4C-03-029",49,3
"715","4C-03-029-04","4C-03-029",12,2
"716","4C-03-029-05","4C-03-029",40,2
"717","4C-03-030-01","4C-03-030",33,3
"718","4C-03-030-02","4C-03-030",60,1
"719","4C-03-030-03","4C-03-030",33,2
"720","4C-03-030-04","4C-03-030",24,2
"721","4C-03-031-01","4C-03-031",31,3
"722","4C-03-031-02","4C-03-031",33,2
"723","4C-03-032-01","4C-03-032",36,2
"724","4C-03-032-02","4C-03-032",37,3
"725","4C-03-032-03","4C-03-032",62,2
"726","4C-03-033-01","4C-03-033",34,3
"727","4C-03-033-02","4C-03-033",35,3
"728","4C-03-033-03","4C-03-033",5,2
"729","4C-03-034-01","4C-03-034",33,3
"730","4C-03-034-02","4C-03-034",38,3
"731","4C-03-035-01","4C-03-035",36,3
"732","4C-03-035-02","4C-03-035",41,2
"733","4C-03-035-03","4C-03-035",40,2
"734","4C-03-035-04","4C-03-035",0,3
"735","4C-03-036-01","4C-03-036",33,3
"736","4C-03-036-02","4C-03-036",33,2
"737","4C-03-036-03","4C-03-036",5,2
"738","4C-03-037-01","4C-03-037",38,3
"739","4C-03-037-02","4C-03-037",64,2
"740","4C-03-037-03","4C-03-037",38,2
"741","4C-03-037-04","4C-03-037",5,1
"742","4C-03-037-05","4C-03-037",17,2
"743","4C-03-037-06","4C-03-037",35,2
"744","4C-03-037-07","4C-03-037",36,2
"745","4C-03-037-08","4C-03-037",38,2
"746","4C-03-038-01","4C-03-038",30,3
"747","4C-03-038-02","4C-03-038",30,2
"748","4C-03-038-03","4C-03-038",57,2
"749","4C-03-039-01","4C-03-039",26,3
"750","4C-03-039-02","4C-03-039",36,3
"751","4C-03-040-01","4C-03-040",31,3
"752","4C-03-040-02","4C-03-040",33,3
"753","4C-03-040-03","4C-03-040",3,2
"754","4C-03-040-04","4C-03-040",58,2
"755","4C-03-041-01","4C-03-041",30,3
"756","4C-03-041-02","4C-03-041",32,2
"757","4C-03-041-03","4C-03-041",58,1
"758","4C-03-041-04","4C-03-041",43,2
"759","4C-03-041-05","4C-03-041",6,2
"760","4C-03-041-06","4C-03-041",25,2
"761","4C-03-042-01","4C-03-042",37,3
"762","4C-03-042-02","4C-03-042",39,2
"763","4C-03-042-03","4C-03-042",65,2
"764","4C-03-042-04","4C-03-042",33,2
"765","4C-03-043-01","4C-03-043",29,3
"766","4C-03-043-02","4C-03-043",30,3
"767","4C-03-043-03","4C-03-043",3,3
"768","4C-03-044-01","4C-03-044",33,3
"769","4C-03-044-02","4C-03-044",33,2
"770","4C-03-044-03","4C-03-044",57,3
"771","4C-03-044-04","4C-03-044",6,2
"772","4C-03-045-01","4C-03-045",48,2
"773","4C-03-045-02","4C-03-045",44,2
"774","4C-03-045-03","4C-03-045",28,2
"775","4C-03-045-04","4C-03-045",25,3
"776","4C-03-045-05","4C-03-045",23,2
"777","4C-03-046-01","4C-03-046",31,3
"778","4C-03-046-02","4C-03-046",31,2
"779","4C-03-046-03","4C-03-046",61,2
"780","4C-03-046-04","4C-03-046",54,3
"781","4C-03-046-05","4C-03-046",6,2
"782","4C-03-047-01","4C-03-047",33,3
"783","4C-03-047-02","4C-03-047",57,2
"784","4C-03-047-03","4C-03-047",37,2
"785","4C-03-048-01","4C-03-048",28,3
"786","4C-03-048-02","4C-03-048",29,2
"787","4C-03-048-03","4C-03-048",54,2
"788","4C-03-048-04","4C-03-048",31,3
"789","4C-03-048-05","4C-03-048",8,2
"790","4C-03-048-06","4C-03-048",56,2
"791","4C-03-049-01","4C-03-049",45,2
"792","4C-03-049-02","4C-03-049",35,2
"793","4C-03-049-03","4C-03-049",31,3
"794","4C-03-050-01","4C-03-050",30,3
"795","4C-03-050-02","4C-03-050",34,2
"796","4C-03-050-03","4C-03-050",25,2
"797","4C-03-050-04","4C-03-050",35,2
"798","4C-03-051-01","4C-03-051",27,3
"799","4C-03-051-02","4C-03-051",30,2
"800","4C-03-052-01","4C-03-052",27,3
"801","4C-03-052-02","4C-03-052",49,2
"802","4C-03-052-03","4C-03-052",52,2
"803","4C-03-053-01","4C-03-053",28,3
"804","4C-03-053-02","4C-03-053",29,2
"805","4C-03-053-03","4C-03-053",3,2
"806","4C-03-053-04","4C-03-053",57,3
"807","4C-03-054-01","4C-03-054",28,3
"808","4C-03-054-02","4C-03-054",63,2
"809","4C-03-054-03","4C-03-054",30,2
"810","4C-03-055-01","4C-03-055",38,2
"811","4C-03-055-02","4C-03-055",37,2
"812","4C-03-055-03","4C-03-055",14,2
"813","4C-03-055-04","4C-03-055",11,2
"814","4C-03-056-01","4C-03-056",35,2
"815","4C-03-056-02","4C-03-056",32,3
"816","4C-03-056-03","4C-03-056",3,2
"817","4C-03-056-04","4C-03-056",32,2
"818","4C-03-057-01","4C-03-057",37,3
"819","4C-03-057-02","4C-03-057",13,3
"820","4C-03-058-01","4C-03-058",21,3
"821","4C-03-058-02","4C-03-058",27,3
"822","4C-03-059-01","4C-03-059",30,3
"823","4C-03-059-02","4C-03-059",34,2
"824","4C-03-059-03","4C-03-059",58,3
"825","4C-03-060-01","4C-03-060",33,3
"826","4C-03-060-02","4C-03-060",55,3
"827","4C-03-060-03","4C-03-060",33,2
"828","4C-03-060-04","4C-03-060",2,2
"829","4C-04-001-01","4C-04-001",29,3
"830","4C-04-001-02","4C-04-001",26,3
"831","4C-04-001-03","4C-04-001",3,3
"832","4C-04-001-04","4C-04-001",35,2
"833","4C-04-001-05","4C-04-001",53,3
"834","4C-04-002-01","4C-04-002",36,3
"835","4C-04-002-02","4C-04-002",39,3
"836","4C-04-002-03","4C-04-002",12,2
"837","4C-04-002-04","4C-04-002",5,2
"838","4C-04-002-05","4C-04-002",8,2
"839","4C-04-002-06","4C-04-002",63,3
"840","4C-04-003-01","4C-04-003",25,3
"841","4C-04-003-02","4C-04-003",34,3
"842","4C-04-003-03","4C-04-003",2,2
"843","4C-04-003-04","4C-04-003",54,3
"844","4C-04-004-01","4C-04-004",28,3
"845","4C-04-004-02","4C-04-004",36,3
"846","4C-04-004-03","4C-04-004",38,2
"847","4C-04-005-01","4C-04-005",24,3
"848","4C-04-005-02","4C-04-005",48,3
"849","4C-04-005-03","4C-04-005",52,3
"850","4C-04-005-04","4C-04-005",24,3
"851","4C-04-005-05","4C-04-005",26,3
"852","4C-04-006-01","4C-04-006",43,3
"853","4C-04-006-02","4C-04-006",39,3
"854","4C-04-006-03","4C-04-006",4,2
"855","4C-04-007-01","4C-04-007",31,3
"856","4C-04-007-02","4C-04-007",31,2
"857","4C-04-007-03","4C-04-007",6,3
"858","4C-04-007-04","4C-04-007",68,3
"859","4C-04-007-05","4C-04-007",70,3
"860","4C-04-008-01","4C-04-008",45,3
"861","4C-04-008-02","4C-04-008",45,3
"862","4C-04-008-03","4C-04-008",24,3
"863","4C-04-008-04","4C-04-008",22,3
"864","4C-04-009-01","4C-04-009",32,3
"865","4C-04-009-02","4C-04-009",32,3
"866","4C-04-009-03","4C-04-009",52,2
"867","4C-04-009-04","4C-04-009",9,2
"868","4C-04-009-05","4C-04-009",36,2
"869","4C-04-010-01","4C-04-010",33,2
"870","4C-04-010-02","4C-04-010",4,2
"871","4C-04-010-03","4C-04-010",34,3
"872","4C-04-010-04","4C-04-010",0,3
"873","4C-04-010-05","4C-04-010",0,3
"874","4C-04-011-01","4C-04-011",27,3
"875","4C-04-011-02","4C-04-011",30,3
"876","4C-04-011-03","4C-04-011",59,2
"877","4C-04-011-04","4C-04-011",76,1
"878","4C-04-012-01","4C-04-012",27,3
"879","4C-04-012-02","4C-04-012",71,3
"880","4C-04-012-03","4C-04-012",72,3
"881","4C-04-012-04","4C-04-012",41,2
"882","4C-04-012-05","4C-04-012",35,2
"883","4C-04-013-01","4C-04-013",34,3
"884","4C-04-013-02","4C-04-013",28,1
"885","4C-04-013-03","4C-04-013",12,2
"886","4C-04-013-04","4C-04-013",40,2
"887","4C-04-013-05","4C-04-013",61,2
"888","4C-04-014-01","4C-04-014",32,3
"889","4C-04-014-02","4C-04-014",37,3
"890","4C-04-014-03","4C-04-014",62,3
"891","4C-04-014-04","4C-04-014",67,3
"892","4C-04-015-01","4C-04-015",37,3
"893","4C-04-015-02","4C-04-015",12,2
"894","4C-04-015-03","4C-04-015",49,3
"895","4C-04-015-04","4C-04-015",75,2
"896","4C-04-015-05","4C-04-015",35,2
"897","4C-04-015-06","4C-04-015",19,2
"898","4C-04-016-01","4C-04-016",30,3
"899","4C-04-016-02","4C-04-016",29,2
"900","4C-04-016-03","4C-04-016",72,2
"901","4C-04-016-04","4C-04-016",3,1
"902","4C-04-017-01","4C-04-017",34,3
"903","4C-04-017-02","4C-04-017",40,3
"904","4C-04-017-03","4C-04-017",16,2
"905","4C-04-018-01","4C-04-018",32,2
"906","4C-04-018-02","4C-04-018",29,3
"907","4C-04-018-03","4C-04-018",58,3
"908","4C-04-019-01","4C-04-019",29,3
"909","4C-04-019-02","4C-04-019",3,1
"910","4C-04-019-03","4C-04-019",27,2
"911","4C-04-019-04","4C-04-019",50,2
"912","4C-04-019-05","4C-04-019",56,2
"913","4C-04-020-01","4C-04-020",56,3
"914","4C-04-020-02","4C-04-020",22,3
"915","4C-04-020-03","4C-04-020",28,3
"916","4C-04-021-01","4C-04-021",36,3
"917","4C-04-021-02","4C-04-021",38,2
"918","4C-04-021-03","4C-04-021",65,3
"919","4C-04-021-04","4C-04-021",7,2
"920","4C-04-022-01","4C-04-022",29,3
"921","4C-04-022-02","4C-04-022",54,2
"922","4C-04-022-03","4C-04-022",51,2
"923","4C-04-022-04","4C-04-022",28,2
"924","4C-04-022-05","4C-04-022",86,1
"925","4C-04-022-06","4C-04-022",10,2
"926","4C-04-023-01","4C-04-023",33,3
"927","4C-04-023-02","4C-04-023",65,3
"928","4C-04-023-03","4C-04-023",7,3
"929","4C-04-023-04","4C-04-023",35,2
"930","4C-04-023-05","4C-04-023",4,2
"931","4C-04-024-01","4C-04-024",24,3
"932","4C-04-024-02","4C-04-024",30,3
"933","4C-04-024-03","4C-04-024",5,3
"934","4C-04-025-01","4C-04-025",29,3
"935","4C-04-025-02","4C-04-025",56,3
"936","4C-04-025-03","4C-04-025",55,2
"937","4C-04-025-04","4C-04-025",33,2
"938","4C-04-025-05","4C-04-025",81,2
"939","4C-04-025-06","4C-04-025",5,2
"940","4C-04-026-01","4C-04-026",34,3
"941","4C-04-026-02","4C-04-026",34,2
"942","4C-04-026-03","4C-04-026",60,2
"943","4C-04-026-04","4C-04-026",64,2
"944","4C-04-026-05","4C-04-026",30,1
"945","4C-04-026-06","4C-04-026",25,1
"946","4C-04-026-07","4C-04-026",25,1
"947","4C-04-026-08","4C-04-026",66,2
"948","4C-04-026-09","4C-04-026",61,2
"949","4C-04-026-10","4C-04-026",8,2
"950","4C-04-027-01","4C-04-027",51,3
"951","4C-04-027-02","4C-04-027",20,3
"952","4C-04-027-03","4C-04-027",35,3
"953","4C-04-027-04","4C-04-027",19,2
"954","4C-04-027-05","4C-04-027",56,2
"955","4C-04-027-06","4C-04-027",49,2
"956","4C-04-027-07","4C-04-027",49,2
"957","4C-04-028-01","4C-04-028",32,3
"958","4C-04-028-02","4C-04-028",68,2
"959","4C-04-028-03","4C-04-028",31,2
"960","4C-04-028-04","4C-04-028",70,2
"961","4C-04-028-05","4C-04-028",18,2
"962","4C-04-029-01","4C-04-029",30,3
"963","4C-04-029-02","4C-04-029",25,3
"964","4C-04-029-03","4C-04-029",51,3
"965","4C-04-030-01","4C-04-030",35,3
"966","4C-04-030-02","4C-04-030",29,3
"967","4C-04-030-03","4C-04-030",6,2
"968","4C-04-030-04","4C-04-030",47,2
"969","4C-04-031-01","4C-04-031",32,3
"970","4C-04-031-02","4C-04-031",32,3
"971","4C-04-031-03","4C-04-031",65,3
"972","4C-04-031-04","4C-04-031",43,2
"973","4C-04-031-05","4C-04-031",25,1
"974","4C-04-031-06","4C-04-031",17,1
"975","4C-04-031-07","4C-04-031",50,2
"976","4C-04-032-01","4C-04-032",30,3
"977","4C-04-032-02","4C-04-032",62,3
"978","4C-04-032-03","4C-04-032",36,3
"979","4C-04-032-04","4C-04-032",54,2
"980","4C-04-032-05","4C-04-032",5,2
"981","4C-04-033-01","4C-04-033",34,3
"982","4C-04-033-02","4C-04-033",34,3
"983","4C-04-033-03","4C-04-033",61,3
"984","4C-04-034-01","4C-04-034",34,3
"985","4C-04-034-02","4C-04-034",35,3
"986","4C-04-034-03","4C-04-034",6,2
"987","4C-04-034-04","4C-04-034",57,2
"988","4C-04-034-05","4C-04-034",55,2
"989","4C-04-035-01","4C-04-035",34,3
"990","4C-04-035-02","4C-04-035",60,2
"991","4C-04-035-03","4C-04-035",63,2
"992","4C-04-035-04","4C-04-035",6,2
"993","4C-04-035-05","4C-04-035",28,2
"994","4C-04-035-06","4C-04-035",27,2
"995","4C-04-035-07","4C-04-035",25,2
"996","4C-04-035-08","4C-04-035",24,2
"997","4C-04-036-01","4C-04-036",24,3
"998","4C-04-036-02","4C-04-036",72,3
"999","4C-04-036-03","4C-04-036",30,2
"1000","4C-04-037-01","4C-04-037",32,3
"1001","4C-04-037-02","4C-04-037",6,2
"1002","4C-04-037-03","4C-04-037",66,2
"1003","4C-04-037-04","4C-04-037",34,2
"1004","4C-04-038-01","4C-04-038",35,3
"1005","4C-04-038-02","4C-04-038",32,3
"1006","4C-04-038-03","4C-04-038",52,3
"1007","4C-04-039-01","4C-04-039",19,3
"1008","4C-04-039-02","4C-04-039",42,3
"1009","4C-04-039-03","4C-04-039",2,2
"1010","4C-04-039-04","4C-04-039",43,2
"1011","4C-04-039-05","4C-04-039",11,2
"1012","4C-04-039-06","4C-04-039",50,1
"1013","4C-04-039-07","4C-04-039",21,2
"1014","4C-04-039-08","4C-04-039",50,2
"1015","4C-04-040-01","4C-04-040",29,3
"1016","4C-04-040-02","4C-04-040",60,3
"1017","4C-04-040-03","4C-04-040",39,3
"1018","4C-04-040-04","4C-04-040",3,2
"1019","4C-04-041-01","4C-04-041",28,3
"1020","4C-04-041-02","4C-04-041",34,3
"1021","4C-04-042-01","4C-04-042",33,3
"1022","4C-04-042-02","4C-04-042",30,3
"1023","4C-04-042-03","4C-04-042",23,3
"1024","4C-04-042-04","4C-04-042",34,2
"1025","4C-04-042-05","4C-04-042",3,2
"1026","4C-04-043-01","4C-04-043",35,3
"1027","4C-04-043-02","4C-04-043",2,2
"1028","4C-04-043-03","4C-04-043",68,3
"1029","4C-04-043-04","4C-04-043",12,2
"1030","4C-04-043-05","4C-04-043",35,3
"1031","4C-04-044-01","4C-04-044",26,3
"1032","4C-04-044-02","4C-04-044",35,3
"1033","4C-04-044-03","4C-04-044",65,2
"1034","4C-04-044-04","4C-04-044",62,3
"1035","4C-04-044-05","4C-04-044",38,2
"1036","4C-04-044-06","4C-04-044",35,2
"1037","4C-04-044-07","4C-04-044",57,2
"1038","4C-04-044-08","4C-04-044",10,2
"1039","4C-04-045-01","4C-04-045",29,3
"1040","4C-04-045-02","4C-04-045",65,3
"1041","4C-04-045-03","4C-04-045",36,2
"1042","4C-04-045-04","4C-04-045",31,3
"1043","4C-04-045-05","4C-04-045",65,2
"1044","4C-04-046-01","4C-04-046",18,3
"1045","4C-04-046-02","4C-04-046",22,2
"1046","4C-04-046-03","4C-04-046",50,2
"1047","4C-04-046-04","4C-04-046",52,3
"1048","4C-04-047-01","4C-04-047",30,3
"1049","4C-04-047-02","4C-04-047",35,3
"1050","4C-04-047-03","4C-04-047",4,2
"1051","4C-04-047-04","4C-04-047",23,2
"1052","4C-04-048-01","4C-04-048",28,3
"1053","4C-04-048-02","4C-04-048",29,3
"1054","4C-04-048-03","4C-04-048",4,2
"1055","4C-04-048-04","4C-04-048",69,3
"1056","4C-04-048-05","4C-04-048",30,2
"1057","4C-04-049-01","4C-04-049",33,3
"1058","4C-04-049-02","4C-04-049",31,3
"1059","4C-04-049-03","4C-04-049",62,3
"1060","4C-04-049-04","4C-04-049",63,3
"1061","4C-04-049-05","4C-04-049",27,2
"1062","4C-04-049-06","4C-04-049",4,2
"1063","4C-04-049-07","4C-04-049",55,2
"1064","4C-04-050-01","4C-04-050",21,3
"1065","4C-04-050-02","4C-04-050",22,3
"1066","4C-04-050-03","4C-04-050",33,2
"1067","4C-04-050-04","4C-04-050",23,3
"1068","4C-04-051-01","4C-04-051",61,3
"1069","4C-04-051-02","4C-04-051",39,2
"1070","4C-04-051-03","4C-04-051",34,3
"1071","4C-04-051-04","4C-04-051",11,2
"1072","4C-04-052-01","4C-04-052",26,3
"1073","4C-04-052-02","4C-04-052",25,3
"1074","4C-04-052-03","4C-04-052",56,2
"1075","4C-04-052-04","4C-04-052",60,1
"1076","4C-04-052-05","4C-04-052",68,3
"1077","4C-04-052-06","4C-04-052",24,2
"1078","4C-04-052-07","4C-04-052",30,1
"1079","4C-04-053-01","4C-04-053",23,3
"1080","4C-04-053-02","4C-04-053",30,3
"1081","4C-04-053-03","4C-04-053",26,2
"1082","4C-04-053-04","4C-04-053",56,2
"1083","4C-04-053-05","4C-04-053",4,2
"1084","4C-04-053-06","4C-04-053",3,2
"1085","4C-04-054-01","4C-04-054",24,3
"1086","4C-04-054-02","4C-04-054",41,3
"1087","4C-04-055-01","4C-04-055",28,3
"1088","4C-04-055-02","4C-04-055",37,3
"1089","4C-04-055-03","4C-04-055",68,2
"1090","4C-04-055-04","4C-04-055",4,2
"1091","4C-04-055-05","4C-04-055",2,2
"1092","4C-04-056-01","4C-04-056",31,3
"1093","4C-04-056-02","4C-04-056",32,2
"1094","4C-04-056-03","4C-04-056",17,3
"1095","4C-04-056-04","4C-04-056",27,2
"1096","4C-04-056-05","4C-04-056",10,2
"1097","4C-04-057-01","4C-04-057",44,3
"1098","4C-04-057-02","4C-04-057",64,3
"1099","4C-04-057-03","4C-04-057",32,3
"1100","4C-04-057-04","4C-04-057",65,3
"1101","4C-04-057-05","4C-04-057",31,2
"1102","4C-04-058-01","4C-04-058",70,2
"1103","4C-04-058-02","4C-04-058",65,2
"1104","4C-04-058-03","4C-04-058",28,2
"1105","4C-04-058-04","4C-04-058",28,3
"1106","4C-04-059-01","4C-04-059",25,2
"1107","4C-04-059-02","4C-04-059",51,3
"1108","4C-04-059-03","4C-04-059",56,3
"1109","4C-04-059-04","4C-04-059",27,2
"1110","4C-04-059-05","4C-04-059",27,2
"1111","4C-04-059-06","4C-04-059",57,2
"1112","4C-04-059-07","4C-04-059",55,2
"1113","4C-04-059-08","4C-04-059",32,1
"1114","4C-04-060-01","4C-04-060",59,3
"1115","4C-04-060-02","4C-04-060",36,2
"1116","4C-04-060-03","4C-04-060",31,3
"1117","4C-04-060-04","4C-04-060",6,2
"1118","4C-04-060-05","4C-04-060",46,2
"1119","4C-05-001-01","4C-05-001",38,3
"1120","4C-05-001-02","4C-05-001",52,3
"1121","4C-05-002-01","4C-05-002",32,2
"1122","4C-05-002-02","4C-05-002",70,3
"1123","4C-05-002-03","4C-05-002",7,2
"1124","4C-05-003-01","4C-05-003",22,3
"1125","4C-05-003-02","4C-05-003",25,3
"1126","4C-05-003-03","4C-05-003",54,3
"1127","4C-05-003-04","4C-05-003",56,3
"1128","4C-05-004-01","4C-05-004",35,3
"1129","4C-05-004-02","4C-05-004",13,2
"1130","4C-05-004-03","4C-05-004",41,2
"1131","4C-05-005-01","4C-05-005",56,1
"1132","4C-05-005-02","4C-05-005",56,3
"1133","4C-05-005-03","4C-05-005",26,2
"1134","4C-05-005-04","4C-05-005",25,3
"1135","4C-05-006-01","4C-05-006",45,3
"1136","4C-05-006-02","4C-05-006",48,3
"1137","4C-05-006-03","4C-05-006",46,3
"1138","4C-05-006-04","4C-05-006",70,3
"1139","4C-05-006-05","4C-05-006",20,3
"1140","4C-05-006-06","4C-05-006",15,3
"1141","4C-05-007-01","4C-05-007",33,3
"1142","4C-05-007-02","4C-05-007",34,3
"1143","4C-05-007-03","4C-05-007",64,3
"1144","4C-05-007-04","4C-05-007",65,3
"1145","4C-05-008-01","4C-05-008",36,3
"1146","4C-05-008-02","4C-05-008",65,3
"1147","4C-05-008-03","4C-05-008",57,2
"1148","4C-05-008-04","4C-05-008",28,3
"1149","4C-05-009-01","4C-05-009",29,3
"1150","4C-05-009-02","4C-05-009",38,2
"1151","4C-05-010-01","4C-05-010",61,2
"1152","4C-05-010-02","4C-05-010",57,2
"1153","4C-05-010-03","4C-05-010",27,3
"1154","4C-05-010-04","4C-05-010",24,3
